"DisplayName","DisplayVersion","Publisher","InstallLocation","UninstallString"
"Windows App Certification Kit x64 (OnecoreUAP)","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{B817BAD1-CC9F-940C-FFD8-7543D89B8EB7}"
"Windows Assessment and Deployment Kit Windows Preinstallation Environment Add-ons","10.1.26100.2454","Microsoft Corporation",,
"Windows Desktop Extension SDK","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{FED10190-CF54-E72D-7A92-E3F9CA9B7950}"
"Windows Desktop Extension SDK Contracts","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{F4F63553-2774-41A6-C784-7FAC7DF4CAF3}"
"Windows Driver Package - libusb-win32 (libusb0) libusb-win32 devices  (11/21/2017 1.2.6.0)","11/21/2017 1.2.6.0","libusb-win32",,"C:\PROGRA~1\DIFX\1C4268~1\dpinst.exe /u C:\Windows\System32\DriverStore\FileRepository\usb_2.0_billboard.inf_amd64_e2fe28df4107f017\usb_2.0_billboard.inf"
"Windows IoT Extension SDK","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{A056CA2A-2AB1-EB1B-1B2E-D49E0C6C8E17}"
"Windows IoT Extension SDK Contracts","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{AA11F890-8A6F-D292-8A1D-D70710A87852}"
"Windows Mobile Extension SDK","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{E901323A-7A02-50A8-F4E0-95C4AD8A098F}"
"Windows Mobile Extension SDK Contracts","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{9FA1715F-2809-3C7D-B9BB-17574DA0AED9}"
"Windows PE Boot Files (DesktopEditions)","10.1.26100.2454","Microsoft","","MsiExec.exe /I{C049B0B5-13F0-32A1-A7A2-26580B1ACB71}"
"Windows PE Boot Files (OnecoreUAP)","10.1.26100.2454","Microsoft","","MsiExec.exe /I{D68A734E-1792-D583-8F8D-260253510384}"
"Windows PE Optional Packages (DesktopEditions)","10.1.26100.2454","Microsoft","","MsiExec.exe /I{41D0D61E-F360-224F-C9AD-63E85C5190BD}"
"Windows PE Scripts","10.1.26100.2454","Microsoft","","MsiExec.exe /I{BED2A6F5-83DF-0F73-BFCF-63D9F16FA1B6}"
"Windows PE wims (DesktopEditions)","10.1.26100.2454","Microsoft","","MsiExec.exe /I{C36D1904-6607-4444-710B-A26FD6AAD1A0}"
"Windows SDK","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{A224D569-B07A-8178-A1E4-75DC397C06B2}"
"Windows SDK AddOn","10.1.0.0","Microsoft Corporation","","MsiExec.exe /I{13D2A7A2-1B42-4C03-8F0F-697991259AEE}"
"Windows SDK ARM64 Desktop Tools","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{575077AC-CCC1-9943-6F3C-EDB6149964E7}"
"Windows SDK Desktop Headers arm64","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{0A1B70B0-DD98-1BCC-6958-D5AD8BBAF2B2}"
"Windows SDK Desktop Headers x64","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{CCEEC7A2-2179-C5D0-60E2-2651993A8AD5}"
"Windows SDK Desktop Headers x86","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{D0772A8A-6AB2-E6E1-8BEF-29F59AB99893}"
"Windows SDK Desktop Libs arm64","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{2C37C218-88FF-9E58-0151-1AF693535792}"
"Windows SDK Desktop Libs x64","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{12C6754C-2086-9BFC-1292-FA0BE54009E6}"
"Windows SDK Desktop Libs x86","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{9EE92E02-FA29-DF43-7E45-A256139DEBE4}"
"Windows SDK Desktop Tools arm64","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{7C1561F8-C963-0AC7-21BD-EA4DD9633C50}"
"Windows SDK Desktop Tools x64","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{EB362CC9-F0B3-EDBC-82E8-91F6BBF36F6E}"
"Windows SDK Desktop Tools x86","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{DB72537E-BD30-364B-6A72-09CE78DB8321}"
"Windows SDK DirectX x64 Remote","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{FB7C4DC7-7641-04B7-6639-589757B86783}"
"Windows SDK DirectX x86 Remote","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{11C0EB4F-A1BA-2068-49A5-F7C242708BA2}"
"Windows SDK EULA","10.1.26100.7705","Microsoft Corporations","","MsiExec.exe /I{5120ED0E-8B54-B212-15E6-EE404FE83E37}"
"Windows SDK Facade Windows WinMD Versioned","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{FB4D4A9B-9E8F-42CB-B08F-AE153FFA31AC}"
"Windows SDK for Windows Store Apps","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{CEC6FB8C-1F94-F7F8-C9F7-EF55CC2A519F}"
"Windows SDK for Windows Store Apps Contracts","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{E8BE09DF-D93B-AE40-FD63-05E5ABEFB6D9}"
"Windows SDK for Windows Store Apps DirectX x86 Remote","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{F738E2CC-E003-B601-F38B-4521ED842C98}"
"Windows SDK for Windows Store Apps Headers","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{B5534577-4F61-73AC-FFCB-91B0B0674DA4}"
"Windows SDK for Windows Store Apps Headers OnecoreUap","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{CB91C4E7-9C14-6ABD-566B-DF4593456102}"
"Windows SDK for Windows Store Apps Libs","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{2CAA22A5-36FE-21B0-5A67-3BE172FEFF12}"
"Windows SDK for Windows Store Apps Metadata","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{AF0CF0ED-D9DA-DFDA-52DD-B3B0FE269640}"
"Windows SDK for Windows Store Apps Tools","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{4C150435-9153-456C-C0BE-497D89513B18}"
"Windows SDK for Windows Store Managed Apps Libs","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{4D8C14D7-C036-33F2-EFA7-C5CC5F73932B}"
"Windows SDK Modern Non-Versioned Developer Tools","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{26BD6DC6-3F0F-4C17-A78C-5D06459F39C0}"
"Windows SDK Modern Versioned Developer Tools","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{F251EBD6-9B8C-3876-A422-B4F677BF3766}"
"Windows SDK OnecoreUap Headers arm64","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{85F3FF9F-CFBA-AD2F-85E2-90571032D412}"
"Windows SDK OnecoreUap Headers x64","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{80F76A51-EAF7-DA8E-C732-B26C591BCC23}"
"Windows SDK OnecoreUap Headers x86","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{EFF12E8F-5027-FE5D-6ABF-5F837F3B70F8}"
"Windows SDK Redistributables","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{96B30005-C36E-07FF-DF27-EEB8199694CD}"
"Windows SDK Signing Tools","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{F9DDDEF1-BCF0-275F-DE29-9332F1149B79}"
"Windows Software Development Kit - Windows 10.0.26100.7705","10.1.26100.7705","Microsoft Corporation",,
"Windows Subsystem for Linux","2.7.3.0","Microsoft Corporation","","MsiExec.exe /X{0C25A4AA-B7AC-4436-8BCC-017CEDB0E43A}"
"Windows Team Extension SDK","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{1F507473-1077-3AB8-2E11-C839AE4E27B8}"
"Windows Team Extension SDK Contracts","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{9A2FEE83-D2FB-A48E-52E0-15801042220F}"
"WinLibs (POSIX threads, UCRT runtime)","15.2.0-13.0.0-r5","Brecht Sanders","C:\mingw64","winget uninstall --product-code BrechtSanders.WinLibs.POSIX.UCRT_Microsoft.Winget.Source_8wekyb3d8bbwe"
"WinRT Intellisense Desktop - en-us","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{572C25BD-AB18-B702-9ED7-6F0CC6821847}"
"WinRT Intellisense Desktop - Other Languages","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{EA88E7B4-C204-CC0C-FC10-D13FC9C30800}"
"WinRT Intellisense IoT - en-us","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{EB8B0E53-980A-E861-DC85-05240EFA888D}"
"WinRT Intellisense IoT - Other Languages","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{3120663A-4F7D-252C-2829-1B9DBEDFEEED}"
"WinRT Intellisense Mobile - en-us","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{3EEF5F2A-A2A3-89FC-D7DF-CFE8DEFE4A8F}"
"WinRT Intellisense PPI - en-us","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{91306123-946D-452F-3206-A8AB9F8293D6}"
"WinRT Intellisense PPI - Other Languages","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{9BA10CCD-7064-7FAB-B48B-C7B2CCFC60FB}"
"WinRT Intellisense UAP - en-us","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{5C8B4DA5-62C6-8D4A-F21A-AD4D66FCA8D9}"
"WinRT Intellisense UAP - Other Languages","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{099E916C-D17E-7E1A-0046-3AD1D042102F}"
